year,parent_entity,parent_type,total_emissions_MtCO2e
1980,Czechoslovakia,Nation State,363.3629946
1981,Czechoslovakia,Nation State,358.1369065
1982,Czechoslovakia,Nation State,363.9784487
1983,Czechoslovakia,Nation State,372.4734742
1984,Czechoslovakia,Nation State,378.5851919
1985,Czechoslovakia,Nation State,374.0051907
1986,Czechoslovakia,Nation State,372.9134114
1987,Czechoslovakia,Nation State,373.1179379
1988,Czechoslovakia,Nation State,366.9947595
1989,Czechoslovakia,Nation State,349.7786686
1990,Czechoslovakia,Nation State,312.8268143
1991,Czechoslovakia,Nation State,290.0693075
1992,Czechoslovakia,Nation State,271.1425908
1988,Devon Energy,Investor-owned Company,0.657944066
1989,Devon Energy,Investor-owned Company,0.838363423
1990,Devon Energy,Investor-owned Company,40.07359565
1991,Devon Energy,Investor-owned Company,42.46577184
1992,Devon Energy,Investor-owned Company,50.2498819
1993,Devon Energy,Investor-owned Company,64.28160455
1994,Devon Energy,Investor-owned Company,69.58162546
1995,Devon Energy,Investor-owned Company,88.40840835
1996,Devon Energy,Investor-owned Company,86.93682125
1997,Devon Energy,Investor-owned Company,92.37090977
1998,Devon Energy,Investor-owned Company,102.2839581
1999,Devon Energy,Investor-owned Company,97.05798465
2000,Devon Energy,Investor-owned Company,115.2991302
2001,Devon Energy,Investor-owned Company,108.9933473
2002,Devon Energy,Investor-owned Company,118.5207266
2003,Devon Energy,Investor-owned Company,109.6551514
2004,Devon Energy,Investor-owned Company,109.2723306
2005,Devon Energy,Investor-owned Company,103.9026847
2006,Devon Energy,Investor-owned Company,104.8171218
2007,Devon Energy,Investor-owned Company,119.4852056
2008,Devon Energy,Investor-owned Company,124.2746176
2009,Devon Energy,Investor-owned Company,133.1128375
2010,Devon Energy,Investor-owned Company,130.4535822
2011,Devon Energy,Investor-owned Company,138.5107902
2012,Devon Energy,Investor-owned Company,140.0574721
2013,Devon Energy,Investor-owned Company,139.3471081
2014,Devon Energy,Investor-owned Company,128.7412661
2015,Devon Energy,Investor-owned Company,129.1765736
2016,Devon Energy,Investor-owned Company,106.5018235
2017,Devon Energy,Investor-owned Company,100.8784417
2018,Devon Energy,Investor-owned Company,100.2899411
2019,Devon Energy,Investor-owned Company,73.77589082
2020,Devon Energy,Investor-owned Company,49.95687671
2021,Devon Energy,Investor-owned Company,85.2477567
2022,Devon Energy,Investor-owned Company,91.17463436
1987,Ecopetrol,State-owned Entity,21.45404779
1988,Ecopetrol,State-owned Entity,67.68253664
1989,Ecopetrol,State-owned Entity,71.54381705
1990,Ecopetrol,State-owned Entity,74.2050745
1991,Ecopetrol,State-owned Entity,72.91567871
1992,Ecopetrol,State-owned Entity,74.26080192
1993,Ecopetrol,State-owned Entity,76.70406873
1994,Ecopetrol,State-owned Entity,75.11735055
1995,Ecopetrol,State-owned Entity,98.41242107
1996,Ecopetrol,State-owned Entity,72.30496944
1997,Ecopetrol,State-owned Entity,110.3764803
1998,Ecopetrol,State-owned Entity,81.58589819
1999,Ecopetrol,State-owned Entity,133.7355403
2000,Ecopetrol,State-owned Entity,59.19614904
2001,Ecopetrol,State-owned Entity,65.92562156
2002,Ecopetrol,State-owned Entity,73.30212907
2003,Ecopetrol,State-owned Entity,94.72891916
2004,Ecopetrol,State-owned Entity,86.03119869
2005,Ecopetrol,State-owned Entity,86.32540066
2006,Ecopetrol,State-owned Entity,56.18475475
2007,Ecopetrol,State-owned Entity,58.53078779
2008,Ecopetrol,State-owned Entity,65.62054986
2009,Ecopetrol,State-owned Entity,76.26093016
2010,Ecopetrol,State-owned Entity,90.25611942
2011,Ecopetrol,State-owned Entity,98.13058716
2012,Ecopetrol,State-owned Entity,102.8568693
2013,Ecopetrol,State-owned Entity,108.7138251
2014,Ecopetrol,State-owned Entity,103.3912981
2015,Ecopetrol,State-owned Entity,111.5407616
2016,Ecopetrol,State-owned Entity,105.2598593
2017,Ecopetrol,State-owned Entity,104.842557
2018,Ecopetrol,State-owned Entity,105.6365426
2019,Ecopetrol,State-owned Entity,106.3547754
2020,Ecopetrol,State-owned Entity,102.3183417
2021,Ecopetrol,State-owned Entity,99.75687839
2022,Ecopetrol,State-owned Entity,104.2925668
1959,Egyptian General Petroleum,State-owned Entity,0.849516554
1960,Egyptian General Petroleum,State-owned Entity,0.955790863
1961,Egyptian General Petroleum,State-owned Entity,1.041966767
1962,Egyptian General Petroleum,State-owned Entity,1.28889004
1963,Egyptian General Petroleum,State-owned Entity,1.545663128
1964,Egyptian General Petroleum,State-owned Entity,1.751233134
1965,Egyptian General Petroleum,State-owned Entity,1.816672587
1966,Egyptian General Petroleum,State-owned Entity,1.757414192
1967,Egyptian General Petroleum,State-owned Entity,1.577246338
1968,Egyptian General Petroleum,State-owned Entity,2.480717541
1969,Egyptian General Petroleum,State-owned Entity,3.573089834
1970,Egyptian General Petroleum,State-owned Entity,4.781480705
1971,Egyptian General Petroleum,State-owned Entity,4.301152728
1972,Egyptian General Petroleum,State-owned Entity,3.395073828
1973,Egyptian General Petroleum,State-owned Entity,2.438791298
1974,Egyptian General Petroleum,State-owned Entity,2.208797937
1975,Egyptian General Petroleum,State-owned Entity,3.451145618
1976,Egyptian General Petroleum,State-owned Entity,25.25029854
1977,Egyptian General Petroleum,State-owned Entity,32.32227849
1978,Egyptian General Petroleum,State-owned Entity,38.0803431
1979,Egyptian General Petroleum,State-owned Entity,41.22542352
1980,Egyptian General Petroleum,State-owned Entity,45.28354428
1981,Egyptian General Petroleum,State-owned Entity,46.24972535
1982,Egyptian General Petroleum,State-owned Entity,53.23015132
1983,Egyptian General Petroleum,State-owned Entity,58.16984036
1984,Egyptian General Petroleum,State-owned Entity,66.33500839
1985,Egyptian General Petroleum,State-owned Entity,72.3497044
1986,Egyptian General Petroleum,State-owned Entity,67.78585614
1987,Egyptian General Petroleum,State-owned Entity,74.76497554
1988,Egyptian General Petroleum,State-owned Entity,72.0196493
1989,Egyptian General Petroleum,State-owned Entity,74.35967092
1990,Egyptian General Petroleum,State-owned Entity,75.43682354
1991,Egyptian General Petroleum,State-owned Entity,76.812179
1992,Egyptian General Petroleum,State-owned Entity,78.39345642
1993,Egyptian General Petroleum,State-owned Entity,82.22466436
1994,Egyptian General Petroleum,State-owned Entity,83.57432732
1995,Egyptian General Petroleum,State-owned Entity,86.0222652
1996,Egyptian General Petroleum,State-owned Entity,87.56807287
1997,Egyptian General Petroleum,State-owned Entity,83.00718092
1998,Egyptian General Petroleum,State-owned Entity,81.71496745
1999,Egyptian General Petroleum,State-owned Entity,84.70138789
2000,Egyptian General Petroleum,State-owned Entity,83.66566478
2001,Egyptian General Petroleum,State-owned Entity,88.52710495
2002,Egyptian General Petroleum,State-owned Entity,88.56772934
2003,Egyptian General Petroleum,State-owned Entity,94.99318716
2004,Egyptian General Petroleum,State-owned Entity,95.3111421
2005,Egyptian General Petroleum,State-owned Entity,106.993825
2006,Egyptian General Petroleum,State-owned Entity,121.246139
2007,Egyptian General Petroleum,State-owned Entity,122.4338656
2008,Egyptian General Petroleum,State-owned Entity,127.2556342
2009,Egyptian General Petroleum,State-owned Entity,132.9790862
2010,Egyptian General Petroleum,State-owned Entity,132.2999678
2011,Egyptian General Petroleum,State-owned Entity,132.7050002
2012,Egyptian General Petroleum,State-owned Entity,132.3264301
2013,Egyptian General Petroleum,State-owned Entity,127.295162
2014,Egyptian General Petroleum,State-owned Entity,116.6549278
2015,Egyptian General Petroleum,State-owned Entity,111.519323
2016,Egyptian General Petroleum,State-owned Entity,106.5950837
2017,Egyptian General Petroleum,State-owned Entity,114.1912776
2018,Egyptian General Petroleum,State-owned Entity,128.4872762
2019,Egyptian General Petroleum,State-owned Entity,136.1294975
2020,Egyptian General Petroleum,State-owned Entity,124.1901804
2021,Egyptian General Petroleum,State-owned Entity,135.1330746
2022,Egyptian General Petroleum,State-owned Entity,132.4144162
1950,Eni,Investor-owned Company,0.801690452
1951,Eni,Investor-owned Company,1.912106629
1952,Eni,Investor-owned Company,3.264880516
1953,Eni,Investor-owned Company,5.547905683
1954,Eni,Investor-owned Company,7.311042005
1955,Eni,Investor-owned Company,8.939988181
1956,Eni,Investor-owned Company,11.09867483
1957,Eni,Investor-owned Company,12.69135953
1958,Eni,Investor-owned Company,13.41114403
1959,Eni,Investor-owned Company,15.88095972
1960,Eni,Investor-owned Company,17.83037858
1961,Eni,Investor-owned Company,18.78556529
1962,Eni,Investor-owned Company,31.45988813
1963,Eni,Investor-owned Company,36.70379387
1964,Eni,Investor-owned Company,45.13875049
1965,Eni,Investor-owned Company,43.82447883
1966,Eni,Investor-owned Company,46.18354258
1967,Eni,Investor-owned Company,43.37658794
1968,Eni,Investor-owned Company,45.37166539
1969,Eni,Investor-owned Company,52.03062344
1970,Eni,Investor-owned Company,58.27753887
1971,Eni,Investor-owned Company,66.20631203
1972,Eni,Investor-owned Company,77.58284245
1973,Eni,Investor-owned Company,92.24829359
1974,Eni,Investor-owned Company,80.74077535
1975,Eni,Investor-owned Company,78.12350289
1976,Eni,Investor-owned Company,82.9511524
1977,Eni,Investor-owned Company,78.43486954
1978,Eni,Investor-owned Company,86.91995816
1979,Eni,Investor-owned Company,85.70404471
1980,Eni,Investor-owned Company,84.92759834
1981,Eni,Investor-owned Company,72.09498149
1982,Eni,Investor-owned Company,71.5022858
1983,Eni,Investor-owned Company,70.90959011
1984,Eni,Investor-owned Company,76.9125872
1985,Eni,Investor-owned Company,77.02229076
1986,Eni,Investor-owned Company,79.06565637
1987,Eni,Investor-owned Company,91.72407972
1988,Eni,Investor-owned Company,100.5887332
1989,Eni,Investor-owned Company,108.1487742
1990,Eni,Investor-owned Company,116.9916859
1991,Eni,Investor-owned Company,118.8967518
1992,Eni,Investor-owned Company,120.9726833
1993,Eni,Investor-owned Company,129.7616944
1994,Eni,Investor-owned Company,142.0732575
1995,Eni,Investor-owned Company,148.0764886
1996,Eni,Investor-owned Company,148.4331978
1997,Eni,Investor-owned Company,153.8890734
1998,Eni,Investor-owned Company,156.5042505
1999,Eni,Investor-owned Company,160.3590328
2000,Eni,Investor-owned Company,178.9518916
2001,Eni,Investor-owned Company,206.4702569
2002,Eni,Investor-owned Company,222.0112768
2003,Eni,Investor-owned Company,235.5334114
2004,Eni,Investor-owned Company,244.6844394
2005,Eni,Investor-owned Company,266.5786652
2006,Eni,Investor-owned Company,262.5148832
2007,Eni,Investor-owned Company,257.9179501
2008,Eni,Investor-owned Company,267.0388213
2009,Eni,Investor-owned Company,262.943047
2010,Eni,Investor-owned Company,265.9039364
2011,Eni,Investor-owned Company,223.1076596
2012,Eni,Investor-owned Company,237.9379274
2013,Eni,Investor-owned Company,224.1545366
2014,Eni,Investor-owned Company,232.7550164
2015,Eni,Investor-owned Company,256.565161
2016,Eni,Investor-owned Company,242.9693651
2017,Eni,Investor-owned Company,249.9599848
2018,Eni,Investor-owned Company,269.067222
2019,Eni,Investor-owned Company,270.6402568
2020,Eni,Investor-owned Company,248.5196349
2021,Eni,Investor-owned Company,241.1844527
2022,Eni,Investor-owned Company,229.6071782
1991,EOG Resources,Investor-owned Company,14.33328392
1992,EOG Resources,Investor-owned Company,16.33366994
1993,EOG Resources,Investor-owned Company,20.25368352
1994,EOG Resources,Investor-owned Company,21.74656352
1995,EOG Resources,Investor-owned Company,22.18370469
1996,EOG Resources,Investor-owned Company,24.52744982
1997,EOG Resources,Investor-owned Company,25.73469766
1998,EOG Resources,Investor-owned Company,27.1964252
1999,EOG Resources,Investor-owned Company,26.55539958
2000,EOG Resources,Investor-owned Company,28.8441698
2001,EOG Resources,Investor-owned Company,28.84070526
2002,EOG Resources,Investor-owned Company,28.51296923
2003,EOG Resources,Investor-owned Company,29.33772399
2004,EOG Resources,Investor-owned Company,32.36605198
2005,EOG Resources,Investor-owned Company,37.60616782
2006,EOG Resources,Investor-owned Company,41.01459202
2007,EOG Resources,Investor-owned Company,45.42637961
2008,EOG Resources,Investor-owned Company,52.02504967
2009,EOG Resources,Investor-owned Company,55.2348625
2010,EOG Resources,Investor-owned Company,60.2069456
2011,EOG Resources,Investor-owned Company,65.29850062
2012,EOG Resources,Investor-owned Company,71.45259934
2013,EOG Resources,Investor-owned Company,77.40712796
2014,EOG Resources,Investor-owned Company,89.73506666
2015,EOG Resources,Investor-owned Company,86.25850664
2016,EOG Resources,Investor-owned Company,84.25705294
2017,EOG Resources,Investor-owned Company,91.22028335
2018,EOG Resources,Investor-owned Company,107.5373149
2019,EOG Resources,Investor-owned Company,122.262906
2020,EOG Resources,Investor-owned Company,112.6654545
2021,EOG Resources,Investor-owned Company,124.0088123
2022,EOG Resources,Investor-owned Company,135.6945052
1992,EQT Corporation,Investor-owned Company,3.516232431
1993,EQT Corporation,Investor-owned Company,3.923057996
1994,EQT Corporation,Investor-owned Company,4.329883562
1995,EQT Corporation,Investor-owned Company,4.736709127
1996,EQT Corporation,Investor-owned Company,4.176254916
1997,EQT Corporation,Investor-owned Company,4.132374901
1998,EQT Corporation,Investor-owned Company,2.25005346
1999,EQT Corporation,Investor-owned Company,2.2482312
2000,EQT Corporation,Investor-owned Company,4.836714743
2001,EQT Corporation,Investor-owned Company,4.495150374
2002,EQT Corporation,Investor-owned Company,4.498722003
2003,EQT Corporation,Investor-owned Company,4.687289443
2004,EQT Corporation,Investor-owned Company,4.93693903
2005,EQT Corporation,Investor-owned Company,5.387255861
2006,EQT Corporation,Investor-owned Company,5.551040568
2007,EQT Corporation,Investor-owned Company,5.618318399
2008,EQT Corporation,Investor-owned Company,6.298833118
2009,EQT Corporation,Investor-owned Company,7.553821059
2010,EQT Corporation,Investor-owned Company,10.12707457
2011,EQT Corporation,Investor-owned Company,14.84205204
2012,EQT Corporation,Investor-owned Company,20.22387825
2013,EQT Corporation,Investor-owned Company,30.71984869
2014,EQT Corporation,Investor-owned Company,41.46917661
2015,EQT Corporation,Investor-owned Company,58.18074794
2016,EQT Corporation,Investor-owned Company,76.89563198
2017,EQT Corporation,Investor-owned Company,63.96239551
2018,EQT Corporation,Investor-owned Company,107.7894496
2019,EQT Corporation,Investor-owned Company,109.443457
2020,EQT Corporation,Investor-owned Company,108.6664968
2021,EQT Corporation,Investor-owned Company,134.7002175
2022,EQT Corporation,Investor-owned Company,140.7805456
1971,Equinor,State-owned Entity,0.071649704
1972,Equinor,State-owned Entity,0.386624065
1973,Equinor,State-owned Entity,0.375087659
1974,Equinor,State-owned Entity,0.404108841
1975,Equinor,State-owned Entity,2.206027734
1976,Equinor,State-owned Entity,3.255630955
1977,Equinor,State-owned Entity,4.432952303
1978,Equinor,State-owned Entity,9.370090426
1979,Equinor,State-owned Entity,14.6824397
1980,Equinor,State-owned Entity,21.28491284
1981,Equinor,State-owned Entity,23.68411432
1982,Equinor,State-owned Entity,26.71200216
1983,Equinor,State-owned Entity,34.18516202
1984,Equinor,State-owned Entity,54.30369494
1985,Equinor,State-owned Entity,57.35858863
1986,Equinor,State-owned Entity,60.41074579
1987,Equinor,State-owned Entity,70.59247503
1988,Equinor,State-owned Entity,72.41367221
1989,Equinor,State-owned Entity,77.72447445
1990,Equinor,State-owned Entity,77.03059496
1991,Equinor,State-owned Entity,95.03810934
1992,Equinor,State-owned Entity,104.5316082
1993,Equinor,State-owned Entity,110.555996
1994,Equinor,State-owned Entity,123.3991456
1995,Equinor,State-owned Entity,121.4241563
1996,Equinor,State-owned Entity,125.4385124
1997,Equinor,State-owned Entity,138.5065803
